id,company,street,housenum,postalcode,city,country,notes,name,surname,surname_prefix,email,telephone,label,is_parent_of,is_child_of,roomType
3785,Hilton London Canary Wharf,"South Quay, Marsh Wall",,E14 9SH,London,GB,,,,,,00442030022300,hotel,,,"3 course dinner, City tax, Double Hilton Guest Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3786,INNSiDE by Melia Frankfurt Eurotheum,Neue Mainzer Straße,66-68, 60311,Frankfurt,DE,,,,,innside.frankfurt.eurotheum@melia.com,004969210880,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, The INNSiDE Apartment, Superior Deluxe Room"
3791,Courtyard New York Manhattan/Times Square, West 40th Street,114,10018 , New York,US,,,,,,0012123910088,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3797,Hôtel Charles V,rue Saint-Paul ,20,75004,Paris,FR,,,,,contact@hotelcharlesv.fr,0033144548500,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Single cosy room, Superior Deluxe Room"
3801,Ruby Lilly Hotel & Bar,Dachauer Str.,37,80335,Munchen,DE,,,,,lilly@ruby-hotels.com,4989954570820,hotel,,,"3 course dinner, City tax, DDR 4hrs, Lovely Room, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Wow Room"
3804,Hotel & Brasserie Katoen,Bleekveld,9,4461 DD,Goes,NL,,,,,info@katoengoes.nl,31113211132,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Room, Superior Deluxe Room"
3805,Stadshotel Doesburg,Contre Escarpe,32,6981 BW,Doesburg,NL,,,,,reserveren@stadshoteldoesburg.nl,0313745888,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort double Room, Superior Deluxe Room"
3812,Holiday Inn Express Amsterdam - Sloterdijk Station,Zaventemweg,3,1043 EH,Amsterdam,NL,,,,,info.amsop@hiex.nl,0031207979191,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double Room"
3814,Warwick New York,West 54th Street,65,10019,,US,,,,,infoboxny@warwickhotels.com,0012122472700,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, On the Avenue One Bedroom Suite King Bed, Premier One Bedroom Suite City View with King Bed, Overnamekosten factuur  5%+BTW, Tax"
3818,Marriott New York JFK Airport, 142nd Street Jamaica,135-25,11436,New York,US,,,,,,0017188482552,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, M Club-niveau, guest room, 2 Queens, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3819,The Social Hub - Groningen ,Boterdiep,9,9712 LH,Groningen,NL,"

	



	
		
			&nbsp;
			Commission 
			Valid until 
			TSH Locations
		
		
			Extended Stay (14+ nights)
			7.5% commission on room rate 
			31/12/2024
			Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West
		
		
			Hotel Stay (1-14 nights)
			10% commission on room rate
			31/12/2024
			Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West
		
		
			Meeting &amp; Events
			10% commission on meetingspace only
			31/12/2024
			Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West
		
	



",,,,"groningen@thesocialhub.co, corporate@thesocialhub.co",0502069161,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe KING Room"
3828,Hilton St. Petersburg Carillon Park,950 Lake Carillon Drive,950,FL 33716 ,Saint Petersburg ,US,,,,,,0017275400050,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Double bed Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3834,Residence Inn by Marriott Naples, Tamiami Trail North ,4075,34103,Naples,US,,,,,"dstewert@csmcorp.net, tjustice@csmcorp.net",0012396591300,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Studio, Queen room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3836,ibis Styles Liege Guillemins,Rue Des Guillemins,135,4000,Liege,BE,,,,,hb6d9@accor.com,3242216900,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Twin Room, Superior Deluxe Room"
3841,Rederij Belle,Naarderstraat,5-7,1398XR,Muiden,NL,"

	

Telefoonnummers van de schepen. 
SALONBOTEN
Adeline&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 06- 15 03 25 97&nbsp;&nbsp;
Belle van Zuylen &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 06- 30 86 84 16&nbsp;&nbsp;&nbsp;
Dame van Amstel &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 06- 23 86 11 76
Emma&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 06- 11 71 96 07&nbsp;&nbsp;&nbsp; 
&nbsp;

",,,,info@rederijbelle.nl,0294261433,hotel,,,
3842,"Hampton Inn Washington, DC/White House",H Street N.W.,1729,20006,Washington DC,US,,,,,labreya.morris@hilton.com,0012022961006,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3843,ibis budget Luxembourg Aéroport,"Route de Trèves, Findel",,L 2632,Luxemburg,LU,,,,,h3579@accor.com,0035242261310,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Room, Superior Deluxe Room"
3847,Courtyard New York Manhattan/Central Park,Broadway,1717,10019,New York,US,,,,,victor.rodriguez@marriott.com,0012123243773,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Guest King Room City view, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3850,Mondrian Singapore Duxton,Duxton Hill ,16A,089970,Singapore,SG,,,,,reservations.sg@mondrianhotels.com,006560198888,hotel,,,"3 course dinner, City tax, Duxton King with 1 double bed, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3853,Hotel Siru,Rue des Croisades ,2,1210,Brussels,BE,,,,,res@hotelsiru.com,003222033303,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Room, Superior Deluxe Room"
3857,Scandic Frankfurt Hafenpark,Eytelweinstraße,1,60314,Frankfurt,DE,,,,,hafenpark@scandichotels.com,49692197770,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Master Suite, Superior Deluxe Room, Scandic Double Room"
3859,"Radisson Collection Royal Hotel, Copenhagen",Hammerichsgade,1,1611,Copenhagen,DK,,,,,"reception.copenhagen@radissoncollection.com, servicemanagercopenhagen@radissoncollection.com",004533426000,hotel,,,"3 course dinner, City tax, Collection Room - 1 King, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3862,O11 Boutique Hotel Vienna,Opernring,11,1010,Wenen,AT,,,,,welcome@o11-hotel.com,0043158755180,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Classic Guest Room, Superior Deluxe Room"
3867,The Unbound Amsterdam,Tom Schreursweg,40,1067 MC,Amsterdam,NL,Chef M&E,Lisa,Cornelissen,,events@unbound-amsterdam.com,0205312234,hotel,,,
3869,Hotel de Hallen,Bellamyplein,47,1053AT,Amsterdam,NL,,,,,rooms@vondelhotels.com,0031208208670,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Deluxe Room, Deluxe Room"
3870,Hilton Cologne,Marzellenstrasse ,13 - 17,50668,Cologne,DE,Reservations Supervisor,Frederic,Abels,,frederic.abels@hilton.com,0049221130712310,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Queen Hilton Guest Room, Superior Deluxe Room"
3873,The Beaufort Knightsbridge,"Beaufort Gardens, Knightsbridge",33,SW3 1PP,London,GB,"10% commissie, commissie factuur sturen",,,,reservations@thebeaufort.co.uk,00442075845252,hotel,,,"3 course dinner, City tax, Deluxe Queen Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3874,Hilton frankfurt City Centre,Hochstraße ,4,60313 ,Frankfurt,DE,,,,,frahi_reservationteam@hilton.com,0049069133800,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, King Hilton Guest Room, Deluxe KING Room"
3875,Hotel Le 12,Rue de Vienne,12,75008,Paris,FR,,,,,contact@le12hotel.com,0033189891212,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Deluxe Room, Deluxe Room"
3877,"The Tower Hotel, London",St Katharine’s Way,,E1W 1LD,London,GB,,,,,stay@clermonthotel.group,00442075235063,hotel,,,"3 course dinner, City tax, Standard Double Room, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW"
3878,Hôtel Raphael,Avenue Kléber,17,75116 ,Paris,FR,,,,,reservation@raphael-hotel.com,0033153643200,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Junior Suite, Superior Deluxe Room"
3883,Hyatt Regency Hesperia Madrid,Paseo de la Castellana,57,28046,Madrid,ES,,,,,"madrid.recency@hyatt.com, bruno.lopez@hyatt.com, adriana.puertas@hyatt.com",0034912108800,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, King bed Room, Superior Deluxe Room"
3884,Victoria Palace Hotel,Rue Blaise Desgoffe,6,75006,Paris,FR,,,,,reception@victoriapalace.com,0033145497000,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe Room, Superior Room"
3885,Hilton Leeds City,Neville Street,,LS1 4BX,Leeds,GB,,,,,reservations.leedscity@hilton.com,00441132442000,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Hilton Double Deluxe Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3886,Luxor Hotel & Casino,S. Las Vegas Blvd,3900,NV 89119,Las Vegas,US,,,,,info@mgmresorts.com,0017027305983,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Pyramid Premier King, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3887,London Marriott Hotel Marble Arch,George Street,134,W1H 5DN,London,GB,,,,,,00442077231277,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, 2 Double Beds, Deluxe Guest Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3892,nhow Frankfurt	,Brüsseler Strasse ,1-3,60327,Frankfurt,DE,,,,,frankfurt@nhow-hotels.com,004969170850,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, nhow room view, Superior Deluxe Room"
3894,InterContinental Marine Drive-Mumbai ,Marine Drive,135,400020,Mumbai,IN,,,,,info@intercontinentalmumbai.com,00912266399999,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Premium Sea View, Meeting room rental, Overnamekosten factuur  5%+BTW"
3896,Hôtel Steigenberger Frankfurter Hof,Am Kaiserplatz,,D-60311 ,Frankfurt-am-Main,DE,,,,,reservierung@frankfurter-hof.steigenberger.de,004969215920,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Superior single room, Superior Deluxe Room"
3897,Ruby Luna Hotel Dusseldorf,Kasernenstr.,39,,Dusseldorf ,DE,,,,,luna@ruby-hotels.com,004921126006370,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Lovely Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Wow Room"
3900,Hyatt Place Des Moines/Downtown,6th Avenue,418,,Des Moines IA,US,,,,,adia.kinnetz@hyatt.com,0015152825555,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3902,Barcelo Hotel Group,Jose Rover Motta,27,07006,Palma de Mallorca,ES,"Sales Manager MICE FRANCE, BENELUX & SWITZERLAND
Global Team EMEA",Joanna,Hansson,,j.hansson@barcelo.com,0033652686920,hotel,,,
3903,H10 Hotels,,,,,ES,,,,,mice@h10hotels.com,"0034934304147, 0034628171237",hotel,,,
3905,Hotel Halbert,Oude Boteringestraat ,43,9712 GD ,Groningen,NL,,,,,info@hotelhalbert.nl,0502053136,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Room, Superior Deluxe Room"
3911,Hilton Garden Inn Chicago Central Loop,S. Franklin St.,245,60606 ,Chicago IL ,US,,,,,jasmarie.rios@hilton.com,0017738096860,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Room Ciy View, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3913,Best Western Hotel am Spittelmarkt ,Neue Grünstraße,28,10179,Berlijn,DE,,,,,reservation@agon-group.com,4903031161500,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Deluxe Room, Comfort Room"
3914,Gran Vía Madrid,Gran Vía,7-9,28013,Madrid,ES,,,,,granvia@cataloniahotels.com,0034915312222,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double Room, Superior Deluxe Room"
3916,Hôtel Le Lavoisier,rue Lavoisier,21,75008,Paris,FR,"

	

NIET BOEKEN KAN NIET OP REKENING, cc OF PAYMENT LINK. ALLEEN BETALEN IN HET HOTEL

",,,,info@hotellavoisier.com,330153300606,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Classic Double Room, Superior Deluxe Room"
3919,The Westin Chicago River North,North Dearborn Street ,320,60654,Chicago,US,,,,,yadira.maya@marriott.com,0013127441900,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Bed, Traditional Guest Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3922,Hotel Indigo Edinburgh - Princes Street,Princes Street,20,EH2 2AN ,Edinburgh,GB,,,,,info@hiedinburghcity.com,00441315564901,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Standard Queen Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3924,Spread Eagle Wandsworth,Wandsworth High Street,71,SW18 2PT,Wandsworth,GB,,,,,spreadeaglewandsworth@youngs.co.uk,00442081610038,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Boutique Double Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3930,Courtyard by Marriott Edinburgh,Baxter’s Place,1-3,EH13AF,Edinburgh,GB,,,,,nikos.zoumpoulis@courtyardedinburgh.co.uk,00441315263778,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Guest Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3931,Novotel Berlin Mitte,Fischerinsel,12,D-10179,Berlin,DE,,,,,h3278-re@accor.com,004903020674103,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Deluxe Room, Superior Double Room"
3932,H10 Puerta de Alcalá,C. de Alcalá,66,28009,Madrid,ES,,,,,h10.puerta.dealcala@h10hotels.com,0034914351060,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Classic Double Room with view, Superior Deluxe Room"
3933,Royal Palms Hotel,Rosemont Avenue,24,,Bermuda,US,,,,,reservations@royalpalms.bm,004412921854,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Superior Mini Suite, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3936,The Barbican Rooms by Montcalm,Chiswell St,46,EC1Y 4SB,London,GB,,,,,stay.brewery@montcalmcollection.com,00442074792233,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Deluxe Single Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3939,"The Westminster London, Curio Collection by Hilton",John Islip Street,30,SW1P 4DD ,,NL,,,,,,00442076301000,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Queen Premium Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3940,hub by Premier Inn Edinburgh Royal Mile hotel,East Market Street,37,EH8 8FR,Edinburgh,GB,,,,,,00448715279580,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Bigger Room Double Studio, Hilton Double Deluxe Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3941,Park Hyatt Washington D.C.,"24th Street, NW",1201,DC 20037,Washington,US,,,,,accountingwasph@hyatt.com,0012027891234,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3946,Radisson Hotel Cedar Rapids,Collins Rd NE,1200,52402,Cedar rapids,US,,,,,cedarrapidsradisson@outlook.com,0013193936600,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, King Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3949,DoubleTree by Hilton Hannover Schweizerhof,Hinueberstrasse ,6,30175,Hannover,DE,,,,,reservations@dt-hannover.de,00495113495153,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Queen Guest Room, Superior Deluxe Room"
3952,Corinthia London,Whitehall Place,,SW1A 2BD,London,GB,,,,,paulina.nignol@corinthia.com,004402073213040,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Deluxe Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3955,Lucca in Villa San Donato ,Via Silvio Pieri ,22,55100,Lucca,IT,,,,,info@bedandbreakfastluccainvilla.it,0583582880,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double Room, Superior Deluxe Room"
3956,The Ritz-Carlton Philadelphia,Avenue of the Arts,10,19102,Philadelphia,US,,,,,,0012155238000,hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Superior King, Larger Guest room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3957,The Hay-Adams,16th Street,800,20006,Washington,US,,,,,reservations@hayadams.com,"0018004245054, 0012026386600",hotel,,,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Superior Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Tax"
3959,Motel One Barcelona-Ciutadella,Passeig de Pujades,11-13,08018 ,Barcelona,ES,,,,,barcelona-ciutadella@motel-one.com,0034936261900,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, The One, Superior Deluxe Room"
3960,Park Inn by Radisson Oslo,Øvre Slottsgate,2C,0157,Oslo,NO,,,,,guest.oslo@parkinn.com,004722400100,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard King Room, Superior Deluxe Room"
3961,Four Points by Sheraton Edinburgh,Haymarket Terra,90,EH12 5LQ,Edinburgh,GB,,,,,reception@fourpointsedinburgh.com,004401313859077,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Compact Double Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
3968,Hotel Mayfair,Rue Rouget de L'Isle,3,75001,Paris,FR,,,,,reception@hotelmayfairparis.com,0033142603814,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Double-Twin-Superior, Double-Twin Classic"
3978,Hyatt Thompson Madrid,Plaza del Carmen,,28013,Madrid,ES,,,,,madrp.reservations@thompsonhotels.com,0034910621234,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, King Room, Superior Deluxe Room"
3981,Hotel Aston la Scale,Avenue Félix Faure ,12,06000,Nice,FR,,,,,aston@3ahotels.com,0033497202524,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Primium Room, Superior Deluxe Room"
